City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Koutsouras,35.0339,25.9469,81.79,58,0,4.36,GR,2021-09-18 15:35:25
276,Hurricane,37.1753,-113.2899,79.14,36,38,3.02,US,2021-09-18 15:35:25
277,Flinders,-34.5833,150.8552,55.8,65,0,1.01,AU,2021-09-18 15:35:26
278,Arman,59.7,150.1667,49.62,94,100,15.59,RU,2021-09-18 15:35:26
279,Dedza,-14.3779,34.3332,65.3,64,95,6.91,MW,2021-09-18 15:35:33
280,Puri,19.8,85.85,79.32,81,100,7.34,IN,2021-09-18 15:35:34
281,Cenotillo,20.9667,-88.6167,92.14,45,65,8.28,MX,2021-09-18 15:35:34
282,Pryozerne,45.2698,36.3303,68.14,60,94,11.86,UA,2021-09-18 15:35:34
283,Dunedin,-45.8742,170.5036,44.8,81,50,7.9,NZ,2021-09-18 15:35:35
284,Dakar,14.6937,-17.4441,86.88,79,40,16.11,SN,2021-09-18 15:31:52
285,Puerto Ayora,-0.7393,-90.3518,76.96,93,95,8.01,EC,2021-09-18 15:35:35
286,Fairbanks,64.8378,-147.7164,39.31,88,90,4.61,US,2021-09-18 15:35:13
287,Vila Franca Do Campo,37.7167,-25.4333,72.01,60,93,7.11,PT,2021-09-18 15:35:35
288,Qaqortoq,60.7167,-46.0333,41.5,87,100,5.14,GL,2021-09-18 15:35:36
289,Ichhawar,23.0167,77.0167,75.29,94,100,6.73,IN,2021-09-18 15:35:36
290,Cumberland,35.0502,-78.8664,86.11,69,40,5.75,US,2021-09-18 15:35:36
291,Samana,19.2056,-69.3369,84.16,78,40,4.61,DO,2021-09-18 15:35:36
292,Daud Khel,32.875,71.5701,96.62,34,0,1.66,PK,2021-09-18 15:35:37
293,Kiruna,67.8557,20.2251,40.12,70,90,16.11,SE,2021-09-18 15:35:37
294,Faya,18.3851,42.4509,80.71,33,37,4.63,SA,2021-09-18 15:35:37
295,Petropavlovsk-Kamchatskiy,53.0452,158.6483,36.19,87,0,4.47,RU,2021-09-18 15:35:38
296,Kavaratti,10.5669,72.642,81.82,78,85,10.71,IN,2021-09-18 15:35:38
297,Scicli,36.7902,14.7014,90.1,51,34,7.14,IT,2021-09-18 15:35:38
298,Ketchikan,55.3422,-131.6461,48.67,93,90,3.44,US,2021-09-18 15:35:17
299,Oudtshoorn,-33.5907,22.2014,59.36,34,74,7.76,ZA,2021-09-18 15:35:39
300,Colares,38.7992,-9.4469,76.68,50,20,26.46,PT,2021-09-18 15:35:39
301,Chase,50.8165,-119.6857,55.15,92,100,4.21,CA,2021-09-18 15:35:40
302,Mehamn,71.0357,27.8492,46.0,70,0,10.2,NO,2021-09-18 15:35:40
303,Paita,-5.0892,-81.1144,70.36,70,16,11.68,PE,2021-09-18 15:35:40
304,Puerto Cabezas,14.0351,-83.3888,87.76,70,40,9.22,NI,2021-09-18 15:35:40
305,Taltal,-25.4,-70.4833,63.64,65,97,7.74,CL,2021-09-18 15:35:41
306,Puksoozero,62.5903,40.6066,39.25,72,100,3.87,RU,2021-09-18 15:35:41
307,Kavieng,-2.5744,150.7967,82.67,78,19,13.78,PG,2021-09-18 15:35:41
308,Owando,-0.4819,15.8999,82.72,63,100,4.36,CG,2021-09-18 15:35:42
309,Grindavik,63.8424,-22.4338,46.87,93,90,14.97,IS,2021-09-18 15:35:42
310,Toamasina,-18.1667,49.3833,77.0,78,75,11.5,MG,2021-09-18 15:35:23
311,Buraydah,26.326,43.975,100.85,12,11,9.42,SA,2021-09-18 15:35:42
312,Pandan,14.0453,124.1694,80.91,86,91,7.54,PH,2021-09-18 15:35:43
313,Gimli,50.6336,-96.9907,63.43,51,75,20.71,CA,2021-09-18 15:35:43
314,Isangel,-19.55,169.2667,64.51,88,31,2.3,VU,2021-09-18 15:35:58
315,Hay River,60.8156,-115.7999,42.78,87,75,5.75,CA,2021-09-18 15:33:25
316,Buta,2.7858,24.73,77.2,71,100,2.21,CD,2021-09-18 15:36:00
317,Hecun,36.5333,114.1111,58.42,98,100,7.7,CN,2021-09-18 15:36:00
318,Kendari,-3.945,122.4989,75.25,84,100,1.88,ID,2021-09-18 15:36:00
319,Coihaique,-45.5752,-72.0662,48.81,83,99,5.32,CL,2021-09-18 15:31:35
320,Pabna,24.0,89.25,79.34,92,100,6.29,BD,2021-09-18 15:36:01
321,Lebanon,36.2081,-86.2911,74.21,79,90,5.75,US,2021-09-18 15:36:01
322,Emerald,-23.5333,148.1667,64.54,55,0,8.05,AU,2021-09-18 15:36:01
323,Coachella,33.6803,-116.1739,93.11,22,19,7.14,US,2021-09-18 15:36:02
324,Moose Factory,51.2585,-80.6094,53.6,71,75,10.36,CA,2021-09-18 15:36:02
325,Marsh Harbour,26.5412,-77.0636,83.35,69,9,4.85,BS,2021-09-18 15:35:31
326,Chaozhou,23.6651,116.6379,82.26,91,4,2.17,CN,2021-09-18 15:36:03
327,Coquimbo,-29.9533,-71.3436,56.93,76,75,12.66,CL,2021-09-18 15:31:31
328,Kyaikto,17.3,97.0167,78.22,89,70,3.04,MM,2021-09-18 15:36:04
329,Carballo,43.213,-8.691,69.76,59,52,5.95,ES,2021-09-18 15:36:04
330,Traverse City,44.7631,-85.6206,67.84,55,20,0.0,US,2021-09-18 15:36:04
331,Aklavik,68.2191,-135.0107,41.83,100,90,3.44,CA,2021-09-18 15:36:04
332,Guiratinga,-16.3494,-53.7583,101.3,11,2,7.27,BR,2021-09-18 15:36:06
333,Clarence Town,-32.5833,151.7833,58.55,96,48,3.24,AU,2021-09-18 15:36:06
334,Sungaipenuh,-2.0833,101.3833,64.92,99,100,1.14,ID,2021-09-18 15:36:06
335,Paarl,-33.7338,18.9752,72.72,47,2,3.94,ZA,2021-09-18 15:36:16
336,Igarka,67.4667,86.5833,45.09,86,100,22.26,RU,2021-09-18 15:36:16
337,Kautokeino,69.0125,23.0412,42.8,68,23,17.2,NO,2021-09-18 15:36:16
338,Kapoeta,4.7717,33.5903,73.96,80,90,5.44,SS,2021-09-18 15:36:17
339,Vardo,70.3705,31.1107,46.45,74,5,12.64,NO,2021-09-18 15:36:17
340,Santa Marta,11.2408,-74.199,90.34,67,36,10.22,CO,2021-09-18 15:35:17
341,Ishigaki,24.3448,124.1572,83.79,74,4,6.82,JP,2021-09-18 15:36:17
342,Karoi,-16.8099,29.6925,70.74,51,94,11.25,ZW,2021-09-18 15:36:18
343,Kabanjahe,3.1001,98.4908,65.16,96,93,2.59,ID,2021-09-18 15:36:18
344,Keflavik,64.0049,-22.5624,47.52,93,90,14.97,IS,2021-09-18 15:36:19
345,Maumere,-8.6199,122.2111,78.04,72,61,2.66,ID,2021-09-18 15:36:19
346,Baishishan,43.5833,127.5667,56.05,93,97,2.48,CN,2021-09-18 15:36:19
347,Beatrice,40.2681,-96.747,73.38,68,1,5.75,US,2021-09-18 15:36:19
348,Sistranda,63.7256,8.834,57.9,71,100,2.15,NO,2021-09-18 15:36:20
349,Wagrowiec,52.8084,17.1996,55.15,73,100,11.21,PL,2021-09-18 15:36:21
350,Yar-Sale,66.8333,70.8333,33.53,98,100,27.96,RU,2021-09-18 15:36:21
351,Morgan City,29.6994,-91.2068,87.01,70,24,4.7,US,2021-09-18 15:36:21
352,Gat,31.61,34.7642,83.39,35,0,12.15,IL,2021-09-18 15:32:03
353,Narsaq,60.9167,-46.05,41.22,88,97,4.43,GL,2021-09-18 15:36:22
354,Upernavik,72.7868,-56.1549,24.64,51,18,5.37,GL,2021-09-18 15:36:22
355,Aktash,50.3,87.7333,40.53,72,84,5.55,RU,2021-09-18 15:36:22
356,Vestmannaeyjar,63.4427,-20.2734,54.59,94,40,17.27,IS,2021-09-18 15:36:23
357,Sao Filipe,14.8961,-24.4956,78.69,82,68,7.23,CV,2021-09-18 15:36:23
358,Talnakh,69.4865,88.3972,41.81,86,100,4.52,RU,2021-09-18 15:36:24
359,Karratha,-20.7377,116.8463,73.92,54,0,5.73,AU,2021-09-18 15:36:24
360,Wanaka,-44.7,169.15,44.11,73,65,3.0,NZ,2021-09-18 15:36:24
361,Saint-Georges,12.0564,-61.7485,89.28,62,40,11.5,GD,2021-09-18 15:36:25
362,Ajdabiya,30.7554,20.2263,84.54,39,0,12.35,LY,2021-09-18 15:36:26
363,Kifri,34.6959,44.9661,90.79,20,0,10.47,IQ,2021-09-18 15:36:26
364,Sampit,-2.5333,112.95,74.21,95,79,3.0,ID,2021-09-18 15:36:27
365,Eydhafushi,5.1033,73.0708,82.51,77,97,11.54,MV,2021-09-18 15:36:34
366,General Pico,-35.6566,-63.7568,76.71,42,1,11.83,AR,2021-09-18 15:36:35
367,Petatlan,17.5167,-101.2667,81.77,81,100,4.52,MX,2021-09-18 15:36:36
368,Pokhara,28.2333,83.9833,72.57,93,81,0.69,NP,2021-09-18 15:33:04
369,Muros,42.7762,-9.0603,74.16,61,31,11.86,ES,2021-09-18 15:36:37
370,Hommelvik,63.4108,10.7942,60.76,60,0,10.36,NO,2021-09-18 15:36:37
371,Manggar,-2.8833,108.2667,82.51,78,57,14.81,ID,2021-09-18 15:36:37
372,Beloha,-25.1667,45.05,63.27,53,5,9.86,MG,2021-09-18 15:36:38
373,Tiznit,29.5833,-9.5,78.73,51,0,9.1,MA,2021-09-18 15:32:21
374,Yook,13.2261,121.964,79.34,86,24,2.95,PH,2021-09-18 15:36:38
375,Geraldton,-28.7667,114.6,48.61,93,0,5.75,AU,2021-09-18 15:36:38
376,Fort Nelson,58.8053,-122.7002,40.59,93,75,2.3,CA,2021-09-18 15:36:39
377,Baker City,44.7749,-117.8344,65.19,43,1,11.5,US,2021-09-18 15:36:39
378,Myskhako,44.6714,37.7433,67.78,78,74,8.03,RU,2021-09-18 15:36:39
379,Gushikawa,26.3544,127.8686,79.83,83,1,4.61,JP,2021-09-18 15:36:40
380,Cozumel,20.5083,-86.9458,87.01,77,40,4.0,MX,2021-09-18 15:32:56
381,Kulhudhuffushi,6.6221,73.07,82.72,78,91,11.3,MV,2021-09-18 15:36:40
382,Berezovyy,51.6667,135.7,45.77,54,100,13.22,RU,2021-09-18 15:36:40
383,San Cristobal,7.7669,-72.225,82.58,42,18,7.31,VE,2021-09-18 15:35:24
384,Emba,48.8264,58.1442,49.84,47,80,11.3,KZ,2021-09-18 15:36:41
385,Andros Town,24.7,-77.7667,87.76,67,45,9.33,BS,2021-09-18 15:36:41
386,Edd,13.9297,41.6925,90.82,58,8,12.28,ER,2021-09-18 15:36:42
387,Fairburn,33.5671,-84.581,82.02,80,75,6.91,US,2021-09-18 15:36:30
388,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,82.2,83,40,5.75,BR,2021-09-18 15:36:42
389,Nkhotakota,-12.9274,34.2961,83.44,45,43,15.32,MW,2021-09-18 15:36:42
390,Chicama,-7.8447,-79.1469,57.74,61,44,8.77,PE,2021-09-18 15:36:43
391,Egvekinot,66.3167,-179.1667,32.07,75,9,3.22,RU,2021-09-18 15:36:43
392,Agirish,61.9247,63.0231,33.96,97,100,14.36,RU,2021-09-18 15:36:43
393,Oriximina,-1.7656,-55.8661,95.83,39,99,4.36,BR,2021-09-18 15:36:44
394,Saint Marys,30.7305,-81.5465,87.06,69,75,1.99,US,2021-09-18 15:36:58
395,Vajszlo,45.8596,17.9841,73.29,41,98,5.53,HU,2021-09-18 15:36:59
396,San Carlos,9.6612,-68.5827,86.95,60,38,4.47,VE,2021-09-18 15:36:59
397,Salalah,17.0151,54.0924,80.69,94,75,8.05,OM,2021-09-18 15:35:03
398,Souillac,-20.5167,57.5167,72.36,73,75,4.61,MU,2021-09-18 15:36:59
399,Port Augusta,-32.5,137.7667,46.54,76,1,1.21,AU,2021-09-18 15:37:00
400,Mount Gambier,-37.8333,140.7667,46.31,87,75,13.8,AU,2021-09-18 15:37:00
401,Ginda,30.6945,78.4932,65.35,98,70,0.51,IN,2021-09-18 15:37:01
402,Angoche,-16.2325,39.9086,74.46,79,43,14.43,MZ,2021-09-18 15:37:01
403,Kijang,35.2442,129.2139,69.53,83,11,8.68,KR,2021-09-18 15:37:01
404,Sorland,67.667,12.6934,51.58,76,100,20.31,NO,2021-09-18 15:37:01
405,La Roche-Sur-Yon,46.6667,-1.4333,69.24,52,40,10.36,FR,2021-09-18 15:37:02
406,Esso,55.9333,158.7,43.36,73,99,3.49,RU,2021-09-18 15:37:02
407,Asau,46.4333,26.4,65.75,66,12,5.86,RO,2021-09-18 15:37:02
408,Jeremie,18.65,-74.1167,85.53,69,90,4.12,HT,2021-09-18 15:37:03
409,Poum,-20.2333,164.0167,69.85,66,1,11.65,NC,2021-09-18 15:37:03
410,Tholen,51.5317,4.2208,74.07,50,90,8.05,NL,2021-09-18 15:37:04
411,Verkhnyaya Inta,65.9811,60.3094,34.25,72,99,16.15,RU,2021-09-18 15:37:04
412,Sola,-13.8833,167.55,79.0,80,30,21.23,VU,2021-09-18 15:37:04
413,Khorinsk,52.1657,109.7726,45.9,90,0,4.07,RU,2021-09-18 15:37:04
414,Westport,41.1415,-73.3579,80.78,72,75,1.01,US,2021-09-18 15:37:05
415,Nalut,30.3333,10.85,94.86,9,0,8.5,LY,2021-09-18 15:37:05
416,Qalyub,30.1792,31.2056,88.59,31,0,17.27,EG,2021-09-18 15:37:05
417,Bang Saphan,11.2126,99.5117,77.85,85,100,4.09,TH,2021-09-18 15:37:06
418,San Jose,37.3394,-121.895,61.77,76,75,1.01,US,2021-09-18 15:33:07
419,Ronne,55.1009,14.7066,55.31,71,90,16.11,DK,2021-09-18 15:37:13
420,Kenai,60.5544,-151.2583,44.15,92,1,0.0,US,2021-09-18 15:35:16
421,Suez,29.9737,32.5263,83.07,45,0,19.57,EG,2021-09-18 15:37:14
422,Vokhtoga,58.8147,41.0461,37.38,77,60,5.01,RU,2021-09-18 15:37:14
423,Bonavista,48.6499,-53.1147,67.12,78,35,20.67,CA,2021-09-18 15:37:14
424,Fuerte Olimpo,-21.0415,-57.8738,106.27,17,35,6.64,PY,2021-09-18 15:37:15
425,Kaihua,23.3687,104.28,65.46,97,34,5.93,CN,2021-09-18 15:37:15
426,Richmond,37.5538,-77.4603,81.19,76,75,0.0,US,2021-09-18 15:37:15
427,Itacoatiara,-3.1431,-58.4442,95.76,41,19,3.83,BR,2021-09-18 15:37:15
428,San Gabriel,34.0961,-118.1058,75.78,81,40,0.0,US,2021-09-18 15:37:16
429,Gaoual,11.75,-13.2,84.79,77,80,1.72,GN,2021-09-18 15:37:16
430,Tongren,27.7172,109.1853,75.2,92,80,1.81,CN,2021-09-18 15:37:16
431,Pimentel,-6.8367,-79.9342,64.69,77,90,4.61,PE,2021-09-18 15:37:17
432,Nantucket,41.2835,-70.0995,73.51,85,90,17.27,US,2021-09-18 15:37:17
433,Cayenne,4.9333,-52.3333,89.64,76,75,3.0,GF,2021-09-18 15:37:17
434,Walvis Bay,-22.9575,14.5053,62.1,76,33,12.37,NA,2021-09-18 15:37:18
435,Wanning,18.8003,110.3967,80.17,80,0,0.56,CN,2021-09-18 15:37:18
436,Ust-Tsilma,65.441,52.1498,38.97,72,96,12.5,RU,2021-09-18 15:37:18
437,Oranjemund,-28.55,16.4333,60.76,71,3,24.58,NA,2021-09-18 15:37:19
438,Banepa,27.6298,85.5214,71.92,88,40,3.44,NP,2021-09-18 15:37:19
439,Mana,5.6592,-53.7767,84.49,71,26,6.76,GF,2021-09-18 15:37:19
440,Umm Lajj,25.0213,37.2685,83.43,68,0,7.92,SA,2021-09-18 15:32:21
441,Alvorada,-12.48,-49.1247,99.84,14,5,7.05,BR,2021-09-18 15:37:20
442,Portland,45.5234,-122.6762,59.5,94,90,1.99,US,2021-09-18 15:33:35
443,Thunder Bay,48.4001,-89.3168,60.57,73,75,0.0,CA,2021-09-18 15:33:24
444,Vostok,46.4856,135.8833,36.9,84,0,2.57,RU,2021-09-18 15:37:20
445,Malindi,-3.2175,40.1191,78.96,83,40,11.5,KE,2021-09-18 15:37:21
446,Breytovo,58.2993,37.8617,44.29,64,42,10.58,RU,2021-09-18 15:37:21
447,Olga,43.7444,135.2892,55.96,87,0,6.53,RU,2021-09-18 15:37:21
448,Vagay,57.9375,69.0217,37.17,84,81,6.38,RU,2021-09-18 15:37:22
449,Salgar,5.965,-75.9654,82.9,60,29,2.24,CO,2021-09-18 15:37:22
450,Silistea,44.3833,25.35,80.08,27,14,19.84,RO,2021-09-18 15:37:22
451,Aitape,-3.1374,142.3475,77.27,92,83,9.28,PG,2021-09-18 15:37:28
452,Krasnoselkup,65.7,82.4667,39.18,89,62,11.05,RU,2021-09-18 15:37:28
453,Hit,33.6416,42.8251,90.88,20,0,11.95,IQ,2021-09-18 15:37:29
454,Piracanjuba,-17.3028,-49.0167,93.69,14,6,9.28,BR,2021-09-18 15:37:29
455,Alice Springs,-23.7,133.8833,56.75,72,0,4.61,AU,2021-09-18 15:37:29
456,Malgrat De Mar,41.6466,2.7414,78.04,75,29,7.0,ES,2021-09-18 15:37:30
457,Chuy,-33.6971,-53.4616,68.85,65,20,6.93,UY,2021-09-18 15:37:30
458,Banda Aceh,5.5577,95.3222,79.29,81,68,0.98,ID,2021-09-18 15:37:30
459,Acapulco,16.8634,-99.8901,80.42,83,90,4.61,MX,2021-09-18 15:37:31
460,Shimoda,34.6667,138.95,75.31,89,62,4.85,JP,2021-09-18 15:37:31
461,Pochutla,15.7432,-96.4661,86.83,61,100,2.84,MX,2021-09-18 15:37:31
462,Abidjan,5.3094,-4.0197,82.36,78,20,13.8,CI,2021-09-18 15:37:32
463,Las Tunas,20.9617,-76.9511,87.93,56,89,12.03,CU,2021-09-18 15:37:32
464,Yenotayevka,47.2456,47.0281,61.61,36,8,5.19,RU,2021-09-18 15:37:32
465,Khasan,42.4308,130.6434,63.75,73,100,6.93,RU,2021-09-18 15:37:33
466,Bambous Virieux,-20.3428,57.7575,72.21,73,75,4.61,MU,2021-09-18 15:37:33
467,Ormara,25.2088,64.6357,81.1,90,21,10.98,PK,2021-09-18 15:37:34
468,Pangody,65.85,74.4859,38.95,84,100,12.93,RU,2021-09-18 15:37:34
469,Gawler,-34.6,138.7333,54.91,84,6,6.4,AU,2021-09-18 15:37:34
470,Genhe,50.7833,121.5167,35.06,71,45,2.66,CN,2021-09-18 15:37:35
471,Gonzalez,30.5816,-87.2914,80.74,96,90,1.99,US,2021-09-18 15:37:35
472,Marienburg,54.0359,19.0266,54.84,64,100,12.71,PL,2021-09-18 15:37:35
473,Bonfim,3.0833,-59.95,87.75,49,67,1.7,BR,2021-09-18 15:37:36
474,Margate,51.3813,1.3862,73.26,74,65,8.7,GB,2021-09-18 15:37:36
475,Shakawe,-18.3667,21.85,93.24,13,38,7.92,BW,2021-09-18 15:37:36
476,Kuminskiy,58.6667,66.5667,36.34,80,88,6.4,RU,2021-09-18 15:37:37
477,Tabuk,17.4189,121.4443,75.74,90,11,2.24,PH,2021-09-18 15:37:37
478,Mikkeli,61.6886,27.2723,47.14,76,75,3.44,FI,2021-09-18 15:37:38
479,Povenets,62.8487,34.8262,44.8,63,100,4.9,RU,2021-09-18 15:37:38
480,Borogontsy,62.6683,131.1683,39.16,93,100,11.68,RU,2021-09-18 15:37:38
481,Yerbogachen,61.2767,108.0108,37.76,73,73,5.12,RU,2021-09-18 15:37:39
482,Leninskoye,41.7589,69.3864,84.13,20,0,8.21,KZ,2021-09-18 15:37:39
483,Pilar,-9.5972,-35.9567,84.13,69,25,9.91,BR,2021-09-18 15:37:47
484,Maragogi,-9.0122,-35.2225,79.41,69,11,11.5,BR,2021-09-18 15:37:47
485,Helong,42.5397,128.9972,57.16,71,100,3.53,CN,2021-09-18 15:37:48
486,Bull Savanna,17.8868,-77.5902,85.57,61,70,3.38,JM,2021-09-18 15:37:48
487,Bulnes,-36.7423,-72.2985,52.68,57,9,6.4,CL,2021-09-18 15:37:48
488,Lenina,46.0667,39.7833,69.94,41,98,4.88,RU,2021-09-18 15:37:49
489,Bakurianis Andeziti,41.7337,43.4724,51.89,85,29,3.4,GE,2021-09-18 15:37:49
490,Kamennomostskiy,44.2983,40.1856,61.83,89,100,3.44,RU,2021-09-18 15:37:49
491,Poshtove,44.8311,33.9545,68.05,75,95,6.82,UA,2021-09-18 15:37:50
492,Cascais,38.6979,-9.4215,76.86,50,20,11.99,PT,2021-09-18 15:37:50
493,Aripuana,-9.1667,-60.6333,103.14,26,6,1.59,BR,2021-09-18 15:33:08
494,Araouane,18.9048,-3.5265,104.85,14,95,8.3,ML,2021-09-18 15:37:50
495,Elliot Lake,46.3834,-82.6331,59.09,41,63,4.32,CA,2021-09-18 15:37:51
496,Yaval,21.1667,75.7,76.95,87,100,7.54,IN,2021-09-18 15:37:51
497,Albury,-36.0833,146.9167,48.11,93,40,0.0,AU,2021-09-18 15:36:36
498,Ndago,-4.6,34.35,82.02,25,55,8.72,TZ,2021-09-18 15:37:52
499,Tarnogskiy Gorodok,60.4997,43.5761,37.35,78,96,5.35,RU,2021-09-18 15:37:52
500,Belaya Gora,68.5333,146.4167,30.58,89,100,14.58,RU,2021-09-18 15:37:52
501,Kuryk,43.2,51.65,69.96,30,69,10.25,KZ,2021-09-18 15:37:53
502,Coos Bay,43.3665,-124.2179,59.99,98,90,11.5,US,2021-09-18 15:37:53
503,Illapel,-31.6308,-71.1653,69.67,47,0,6.82,CL,2021-09-18 15:37:53
504,Dabakala,8.3667,-4.4333,82.09,80,84,4.25,CI,2021-09-18 15:37:54
505,Bukan,36.521,46.2089,72.28,24,0,10.74,IR,2021-09-18 15:37:54
506,La Rioja,42.25,-2.5,67.05,71,98,4.83,ES,2021-09-18 15:37:54
507,Gigmoto,13.7796,124.39,80.94,86,99,5.93,PH,2021-09-18 15:37:55
508,Matagami,49.7502,-77.6328,48.31,93,90,8.05,CA,2021-09-18 15:37:55
509,Noumea,-22.2763,166.4572,57.18,72,0,8.99,NC,2021-09-18 15:37:55
510,Rawson,-43.3002,-65.1023,58.8,35,8,5.55,AR,2021-09-18 15:37:56
511,Madimba,-10.4,40.3333,76.1,78,0,10.29,TZ,2021-09-18 15:37:56
512,Lakatoro,-16.0999,167.4164,77.2,82,67,15.79,VU,2021-09-18 15:34:08
513,Les Escoumins,48.1111,-69.0236,57.76,69,85,10.47,CA,2021-09-18 15:38:11
514,Palencia,42.4167,-4.5,68.32,29,28,11.99,ES,2021-09-18 15:38:12
515,Raudeberg,61.9875,5.1352,56.8,87,100,1.01,NO,2021-09-18 15:38:12
516,Hauterive,46.0901,3.4459,74.98,61,88,3.69,FR,2021-09-18 15:38:12
517,Tautira,-17.7333,-149.15,71.62,76,66,19.91,PF,2021-09-18 15:38:13
518,Machhlishahr,25.6833,82.4167,84.15,76,80,1.25,IN,2021-09-18 15:38:13
519,Carmen,18.6333,-91.8333,82.44,83,75,9.22,MX,2021-09-18 15:38:13
520,Novyy Urengoy,66.0833,76.6333,41.04,78,100,11.9,RU,2021-09-18 15:38:14
521,Horasan,40.0458,42.1728,63.97,34,32,2.84,TR,2021-09-18 15:38:14
522,Esil,51.9556,66.4042,45.0,73,100,14.54,KZ,2021-09-18 15:38:14
523,Maslova Pristan,50.4587,36.7408,68.4,38,100,16.17,RU,2021-09-18 15:38:14
524,Nicoya,10.1483,-85.452,83.75,71,35,3.13,CR,2021-09-18 15:38:15
525,Christchurch,-43.5333,172.6333,38.48,93,22,3.44,NZ,2021-09-18 15:35:05
526,Baringo,0.4667,35.9667,68.94,81,97,12.84,KE,2021-09-18 15:38:15
527,Nishihara,26.1842,127.7558,79.88,78,20,8.05,JP,2021-09-18 15:38:31
528,Nivala,63.9167,24.9667,46.69,70,100,2.55,FI,2021-09-18 15:38:31
529,Ko Samui,9.5357,99.9357,83.93,72,100,2.59,TH,2021-09-18 15:37:15
530,Magog,45.2668,-72.1491,75.24,83,62,6.91,CA,2021-09-18 15:35:59
531,Xique-Xique,-10.8218,-42.7263,89.37,31,0,2.1,BR,2021-09-18 15:38:31
532,Barinas,8.6226,-70.2075,82.09,55,45,5.21,VE,2021-09-18 15:38:11
533,Carson City,39.1638,-119.7674,71.31,17,1,3.0,US,2021-09-18 15:38:32
534,Sangmelima,2.9333,11.9833,76.1,87,86,2.68,CM,2021-09-18 15:38:32
535,Sembakung,3.8167,117.25,74.01,99,71,1.88,ID,2021-09-18 15:38:33
536,Carroll,39.5501,-77.0164,80.38,78,75,1.99,US,2021-09-18 15:38:33
537,Sao Borja,-28.6606,-56.0044,75.94,60,27,3.91,BR,2021-09-18 15:38:33
538,Mayo,38.8876,-76.5119,81.1,82,90,1.01,US,2021-09-18 15:38:34
539,Kuching,1.55,110.3333,75.42,100,20,3.44,MY,2021-09-18 15:38:34
540,Kabalo,-6.05,26.9167,81.91,59,97,3.49,CD,2021-09-18 15:38:34
541,Benxi,41.2886,123.765,62.92,66,100,3.06,CN,2021-09-18 15:38:35
542,Tenkodogo,11.78,-0.3697,87.39,52,83,5.64,BF,2021-09-18 15:38:35
543,Grand Island,40.925,-98.342,67.78,64,1,9.22,US,2021-09-18 15:37:00
544,Vaitape,-16.5167,-151.75,77.61,76,14,21.79,PF,2021-09-18 15:38:35
545,Akhmim,26.5622,31.745,90.21,20,0,9.78,EG,2021-09-18 15:38:36
546,Saint Anthony,45.0205,-93.218,67.93,56,1,5.99,US,2021-09-18 15:38:36
547,Kasempa,-13.4584,25.8338,87.57,15,12,8.81,ZM,2021-09-18 15:38:52
548,Bhatkal,13.9667,74.5667,78.49,88,83,3.96,IN,2021-09-18 15:38:52
549,High Prairie,55.4334,-116.4858,46.85,71,100,4.32,CA,2021-09-18 15:38:53
550,Karaton,-6.3424,106.1045,82.56,85,3,1.66,ID,2021-09-18 15:38:53
551,Mecca,21.4267,39.8261,92.48,26,45,12.41,SA,2021-09-18 15:38:40
552,Quatre Cocos,-20.2078,57.7625,72.09,73,19,8.48,MU,2021-09-18 15:38:54
